DateID,ProductID,StoreID,CustomerID,QuantityOrderded,OrderAmount,DiscountAmount,Shipping Cost,TotalAmount
20221028,858,77,528,15,471,59.60589728943736,51.15695618058553,360.2371465299771
20170829,784,14,306,5,815,53.32892032279004,66.77639639800945,694.8946832792005
20220204,85,30,765,17,734,51.21210327156909,100.76706549481341,582.0208312336175
20230128,615,88,531,14,359,45.97763560513893,35.65959133577021,277.36277305909084
20221113,170,73,32,20,991,37.84086550059693,79.6121289929615,873.5470055064416
20221120,83,20,550,4,369,47.15604323431558,33.99106413229884,287.8528926333856
20180320,579,20,836,17,110,15.38674109492957,14.470476199511333,80.1427827055591
20151015,439,64,198,8,327,7.16364647371333,27.260788034854613,292.57556549143203
20171008,177,18,250,7,211,27.8670517245373,12.197681909669559,170.93526636579315
20180325,427,37,655,16,483,69.621470850053,61.40728007995566,351.97124906999136
20231104,382,14,497,12,731,31.580490323644305,75.66006001628504,623.7594496600707
20231115,74,67,843,8,473,38.96432493767051,62.77354056508298,371.2621344972465
20170705,639,59,232,5,224,10.008683212767536,24.790999573545744,189.20031721368673
20211015,858,47,837,15,886,92.81065751849924,107.28281058206308,685.9065318994377
20181009,17,15,350,14,507,39.626791137754054,56.494845108257,410.87836375398894
20181018,97,36,95,1,951,130.28376588041255,136.0745892702061,684.6416448493814
20191222,508,59,371,3,490,19.172362393123166,56.02637034475797,414.80126726211887
20170708,884,87,223,20,374,25.7720256574464,34.67063394128315,313.55734040127044
20161129,625,22,541,5,987,50.26397552215953,87.14065584983624,849.5953686280043
20150131,57,47,351,5,186,11.704534484266333,9.501656866723687,164.79380864900997
20141010,802,25,939,14,944,103.77953731912082,104.89524070206753,735.3252219788117
20230726,993,92,119,14,231,9.290576039037083,15.658822439959529,206.0506015210034
20141116,494,55,938,10,296,42.432631158985004,27.871929068314852,225.69543977270013
20181030,439,100,864,6,928,40.308712728899216,120.37954100713698,767.3117462639639
20160528,685,10,664,19,104,10.523171595801225,8.08352530064359,85.39330310355518
20191119,571,52,9,17,677,16.88735527735393,37.15377855426501,622.9588661683811
20190527,921,21,606,1,186,18.798276497834035,15.410372095250171,151.7913514069158
20240402,505,60,170,10,393,42.16973010248084,27.140066096771108,323.69020380074807
20140601,215,31,1,7,885,125.31887227228471,84.80601896947518,674.8751087582401
20161213,386,18,148,19,452,17.391302495621044,64.2063885830846,370.4023089212943
20230326,784,90,498,13,537,20.02532019326251,34.712907717338425,482.2617720893991
20230630,655,16,142,10,548,18.33837877222055,57.03806287876031,472.62355834901916
20200917,854,64,972,1,181,5.094394183254089,11.838710877744411,164.0668949390015
20210708,650,61,34,8,263,35.154445615656996,27.76820642944552,200.07734795489748
20150402,510,87,615,14,129,11.387468139694386,11.938202799786428,105.67432906051918
20180606,531,48,82,16,603,19.397204202825193,81.46101398224701,502.1417818149278
20201220,175,45,591,14,560,22.435367372841725,47.59688123050418,489.9677513966541
20240304,394,55,780,16,171,9.262138134708037,9.774534931743464,151.9633269335485
20230402,283,85,648,14,630,72.31959621149036,88.96840162109466,468.712002167415
20180716,338,91,703,11,987,30.110310995103656,113.45702882874417,843.4326601761522
20220407,354,4,152,17,911,52.024551980281046,99.69124720100653,759.2842008187124
20230213,596,82,948,11,990,143.94293752793646,138.01725913494963,708.0398033371139
20200108,499,28,773,18,841,42.26399040718994,102.96732206436147,695.7686875284486
20220510,279,57,620,10,186,4.693341604942055,16.867319734589408,164.43933866046854
20141023,306,6,921,2,918,26.2879397138282,117.97253730223679,773.739522983935
20170926,414,53,115,5,322,36.54861890793577,39.31140692352397,246.13997416854028
20160128,397,4,441,2,255,29.967693569489338,22.40690863785136,202.6253977926593
20230803,194,82,11,5,244,22.748372421946964,26.61162289371927,194.64000468433375
20151210,800,59,656,8,725,29.50128444670206,101.13269852972405,594.3660170235739
20220712,719,37,350,2,119,5.465884514184215,14.017801122542506,99.51631436327328
20141030,970,44,168,16,651,40.69510961020302,64.29485743983163,546.0100329499653
20210416,636,16,742,6,635,89.07979846765069,38.20578284017862,507.7144186921707
20221103,577,20,894,9,456,59.782527877361474,24.6846476391672,371.53282448347136
20191029,373,32,684,2,640,87.13587366673514,84.28132483079165,468.5828015024732
20171224,37,45,922,4,542,13.02789997892205,47.01181566592016,481.9602843551578
20180319,97,79,860,9,753,100.12976283283918,49.86437982608791,603.0058573410729
20170213,894,13,329,3,275,33.7719978942446,21.93414255476307,219.29385955099232
20140509,332,43,242,2,333,12.708527191662721,44.70326146062917,275.5882113477081
20140310,784,50,300,4,161,21.281456808449647,16.147772245444447,123.57077094610591
20210110,787,12,572,2,893,107.7720558833069,77.06117746898524,708.1667666477078
20180303,688,33,836,10,167,4.974633418813374,24.74264577141026,137.28272080977638
20240203,598,47,505,2,966,39.190280478570074,133.2338936787181,793.5758258427118
20231009,362,24,792,10,567,47.19965544882156,62.17853874849823,457.6218058026802
20240130,549,82,159,9,135,8.473312076469458,15.991757911620981,110.53493001190955
20160203,963,56,231,12,138,13.444254758815502,15.257226101532519,109.29851913965197
20230913,295,86,117,17,371,53.85588381082686,32.57641009483456,284.5677060943386
20210910,432,5,534,9,906,43.30991080002299,61.17316249410973,801.5169267058673
20231210,455,60,624,14,819,86.12393924123779,105.84531235361457,627.0307484051476
20211029,585,11,151,1,138,16.73661270327846,19.767868660226725,101.49551863649481
20210730,616,62,297,3,976,47.5375069227262,72.97613779863015,855.4863552786437
20200222,12,29,780,8,540,32.935788070258916,31.273148866942567,475.7910630627985
20200101,784,53,538,17,435,53.43550887523514,60.058310055845034,321.50618106891983
20180122,861,50,983,9,914,78.21470036684684,67.30089019819657,768.4844094349567
20161013,680,25,216,9,360,46.40901552243461,31.812685151275343,281.77829932629004
20221112,744,46,154,6,999,108.37232418837657,101.20489474894336,789.4227810626801
20190325,545,43,977,5,856,18.589730413563935,65.25501613734863,772.1552534490875
20140312,635,37,999,20,682,23.273774563181384,92.04509072675856,566.6811347100601
20210614,507,96,83,6,810,39.84268306866787,76.96463550774855,693.1926814235836
20210616,99,67,601,20,261,21.312964935843436,14.539757902712804,225.14727716144375
20220221,268,80,915,12,932,45.74857196530494,67.01194636514008,819.239481669555
20140606,247,70,376,12,775,31.664270458020088,49.36014247416817,693.9755870678117
20211013,959,97,913,3,233,26.31032683201725,15.845793596963706,190.84387957101904
20170103,659,95,431,20,313,28.232000453150473,28.9392254037794,255.82877414307012
20160214,782,70,711,4,683,21.087765595898727,47.77130484712532,614.140929556976
20150705,600,15,457,10,148,11.558090081675733,20.549946479312542,115.89196343901173
20180620,348,25,55,20,163,11.55925857841692,16.711913027815704,134.72882839376737
20200729,979,86,749,9,695,40.05964618253138,65.66161040160856,589.27874341586
20151118,183,42,27,7,132,17.724729846228307,11.46215852757204,102.81311162619966
20140617,504,38,967,14,433,16.984881108690402,40.999941108370194,375.0151777829394
20201003,774,56,105,3,618,57.30589991700149,70.8409893686369,489.8531107143616
20220317,278,37,484,15,920,97.51809240162147,56.18724439334451,766.294663205034
20221031,295,51,828,18,804,118.54775932439107,103.67721105585706,581.7750296197519
20180212,485,68,854,5,892,130.02881367203295,64.0214536311951,697.9497326967719
20220220,976,99,797,9,725,51.62615368435563,68.64924743239389,604.7245988832505
20230610,385,44,276,16,825,117.09913118566507,79.09899120912473,628.8018776052102
20160425,970,13,282,17,733,103.16827606130408,75.5609929051886,554.2707310335073
20231225,339,21,475,11,505,51.70719126996299,58.339175342593336,394.9536333874437
20141027,97,70,437,9,245,10.306482757607709,27.16105900692456,207.53245823546774
20191228,465,54,386,20,561,11.410758667352312,74.4843868549569,475.10485447769076
20210602,281,81,541,14,723,95.27280933219362,92.37901712151775,535.3481735462886
20190117,664,27,993,4,352,19.050884083836433,22.755233732492698,310.1938821836709
20170614,422,99,438,2,815,111.11682120190288,93.44181325454592,610.4413655435512
20180416,487,36,189,5,892,110.02560895373065,61.193649778714715,720.7807412675546
20220228,537,63,540,14,977,122.77241329823718,122.02826377235539,732.1993229294075
20230413,635,57,759,11,846,115.20461104481288,85.24781499579875,645.5475739593884
20150123,762,68,174,6,558,37.37600563070905,64.18504953374372,456.4389448355472
20140501,771,78,625,19,608,23.556574162446292,86.17430197555235,498.2691238620014
20180707,166,64,465,3,574,73.74533318046201,81.94224482608493,418.3124219934531
20230720,40,52,708,7,503,12.712978921697882,43.54437223588418,446.7426488424179
20170527,300,49,397,4,939,70.83288071201507,123.40137778422125,744.7657415037637
20181005,8,38,153,19,199,28.37416590351388,19.208354075526813,151.41748002095932
20160129,666,43,656,5,786,48.12043916637693,114.52235844542967,623.3572023881934
20161008,223,51,360,5,772,24.507723019565024,43.95127739941925,703.5409995810157
20140610,783,93,704,15,192,20.275236688831612,13.55420634700377,158.17055696416463
20200421,992,55,2,14,498,41.457219309587806,72.36789596691561,384.1748847234966
20180106,718,43,618,12,317,29.22805042936332,29.86952160197039,257.9024279686663
20220415,951,73,707,4,830,61.81052928908587,85.07583542453216,683.113635286382
20240524,590,26,958,20,639,88.03998777179362,72.31320413182596,478.6468080963804
20140406,207,100,594,19,860,73.63578640986057,80.55207312886462,705.8121404612748
20220821,317,87,467,10,551,28.00864930340127,64.29566243317403,458.6956882634247
20240410,424,94,114,1,683,46.84553425817764,65.84856314235437,570.305902599468
20151017,165,69,375,17,602,80.56430195880543,72.8052539383717,448.6304441028229
20230402,734,44,144,5,446,60.42071485250295,50.507332658352254,335.0719524891448
20190131,71,48,818,17,175,7.195731780061296,17.93391903783171,149.870349182107
20160426,264,5,186,20,406,36.129740619989256,22.822305587276897,347.04795379273384
20160107,305,52,422,16,803,63.558443031724714,66.24133322351581,673.2002237447595
20150915,627,90,761,9,507,68.08445071898613,65.66800325725889,373.247546023755
20191117,244,73,766,3,644,66.6890373067448,39.80372134689947,537.5072413463557
20170315,697,2,123,13,361,50.22083803649676,20.849594614691533,289.9295673488117
20170310,194,17,712,16,628,73.17950067483117,69.47370965431763,485.3467896708512
20150526,539,77,846,14,777,115.31052736444475,110.556857356496,551.1326152790592
20230923,265,22,758,14,277,22.132468033030474,21.368753683977097,233.49877828299242
20230515,923,21,412,14,803,57.18742427878936,94.87909860820727,650.9334771130034
20160507,782,47,890,20,941,72.71680000244974,48.76335159646255,819.5198484010878
20220703,42,31,860,11,908,71.25785195943351,70.081051727253,766.6610963133135
20230808,464,52,469,10,312,36.687000282752855,36.405570836960194,238.90742888028694
20220112,677,38,997,18,685,33.416095256636055,46.24065505219963,605.3432496911644
20151220,851,55,426,12,821,56.868135003058846,113.27970722775245,650.8521577691887
20180423,452,80,777,16,331,41.257700025415055,39.20233821893263,250.5399617556523
20160902,627,54,268,12,677,38.98199620532935,98.9887734007678,539.0292303939028
20140506,397,28,788,4,424,35.9132977058243,33.80376449810454,354.28293779607117
20240226,219,8,514,15,293,40.72654406008183,32.7041079932986,219.5693479466196
20171028,44,19,474,1,606,12.456758442273228,40.84776953246985,552.6954720252569
20171008,445,82,798,8,661,87.18428530251077,36.65656702662691,537.1591476708624
20210902,41,76,878,4,372,17.989131333784044,23.399051638321943,330.611817027894
20231020,328,36,301,1,130,9.937572336863326,7.706631462504225,112.35579620063245
20231219,10,69,665,7,388,39.216123892638514,34.25765002972302,314.52622607763846
20190317,63,56,791,10,179,19.546597082119554,13.068529885939393,146.38487303194105
20161212,862,21,290,8,318,10.67158024433537,32.99336196124546,274.3350577944192
20220923,619,100,573,12,559,72.03239340283245,69.1918730798987,417.77573351726886
20220812,686,61,597,17,851,51.668215982078145,60.51257869898518,738.8192053189366
20151008,945,53,846,15,620,81.76513658405233,88.78991823389909,449.44494518204857
20140209,56,90,216,4,278,18.33354393509953,13.941548677819616,245.72490738708086
20191023,461,9,805,11,806,17.08699671457538,65.56966165869892,723.3433416267258
20150207,691,71,319,8,326,37.95267589424187,32.21464258378994,255.8326815219682
20151221,790,100,224,20,792,73.03000056103416,49.885108823834436,669.0848906151314
20220526,165,77,98,2,180,25.199298057917357,24.516279553065324,130.28442238901732
20200818,105,18,129,6,484,64.33151856468928,27.29870292099725,392.36977851431345
20230607,674,45,600,12,629,85.43172128779378,69.79264590715228,473.77563280505393
20150408,283,66,615,16,518,23.05571048815531,56.045330608685155,438.89895890315955
20220217,763,7,242,5,104,5.066649669338963,11.3139069020981,87.61944342856293
20151126,981,28,68,17,739,39.51196779503246,85.72197906120915,613.7660531437584
20160104,102,24,789,7,673,22.95097311384642,78.31501101724102,571.7340158689126
20210604,285,21,304,18,100,9.510455710414062,8.413099257090133,82.0764450324958
20181216,928,68,718,11,771,114.78948099717094,101.366464193429,554.8440548094001
20180331,167,24,170,20,470,13.954851603336836,29.154882395019094,426.8902660016441
20230920,203,26,285,20,863,78.91934074828688,107.18221291631623,676.8984463353969
20160601,167,93,113,2,256,11.101448917998038,24.201758903412937,220.69679217858902
20210809,44,56,427,15,262,9.170723804088201,32.86668955711962,219.96258663879217
20210730,572,17,402,12,881,125.57077077242332,130.2480351735754,625.1811940540013
20210621,848,98,297,3,344,39.08925380186684,37.76431510105142,267.14643109708175
20160801,626,6,972,3,722,100.87851452361583,89.32280301167569,531.7986824647085
20161220,196,37,340,8,957,87.09293401126476,50.3584685971336,819.5485973916017
20161103,51,4,630,3,146,13.29846806955824,19.620278428402987,113.08125350203878
20200318,762,86,33,13,447,60.491093847042336,35.83692220642316,350.6719839465345
20210731,741,74,951,4,428,33.85667814005509,33.175099993720764,360.96822186622416
20150911,947,50,377,13,189,27.71434355334307,10.307607265213752,150.97804918144317
20141027,362,40,838,14,421,9.340214773550967,34.267124180395435,377.3926610460536
20230731,634,13,32,9,359,27.7735180256844,24.732748936619878,306.49373303769573
20151120,69,10,365,1,133,9.758100277945596,18.623944349525924,104.61795537252848
20210815,313,17,428,9,870,120.78808304231147,67.02745907247923,682.1844578852093
20200626,987,15,559,15,357,37.65095406401405,37.24502401151498,282.104021924471
20150428,52,45,158,16,145,19.399477061676624,13.976040122905282,111.62448281541809
20240416,532,35,886,11,128,10.98505664874876,18.570031409402695,98.44491194184855
20160515,971,30,692,17,784,25.40662821606314,59.83042857026522,698.7629432136716
20171025,661,40,848,15,127,9.254986017048655,7.213543893955376,110.53147008899597
20180501,871,88,470,9,401,36.06485760284195,45.98344224602058,318.95170015113746
20140814,911,36,532,20,828,39.343877975977996,77.65478393626279,711.0013380877592
20191227,525,67,91,11,408,36.61300846117296,53.959480343482994,317.42751119534404
20141020,622,27,773,1,429,49.41756028631723,47.73823144385476,331.844208269828
20140603,607,52,278,4,517,35.05628586767839,55.08085190163071,426.8628622306909
20190925,920,62,326,4,661,68.9987717050523,57.11180904759379,534.8894192473539
20140102,582,3,856,1,721,96.88149232141046,37.03763936361455,587.080868314975
20191007,203,17,180,2,209,23.260967573102636,24.748427131342236,160.99060529555513
20160323,876,40,321,17,195,17.303440545141594,20.68881688118316,157.00774257367524
20141003,298,23,804,18,873,26.852259109994915,80.11247691080412,766.035263979201
20170727,328,51,399,17,391,33.52660352392722,57.40847644643331,300.06492002963944
20151201,755,85,75,7,524,15.487997154003729,42.0140113821678,466.4979914638285
20181210,570,30,24,16,262,11.523852429880629,29.72472326174937,220.75142430837
20171108,983,97,629,17,638,41.524119643179745,38.21246550248295,558.2634148543373
20161011,561,56,584,4,617,78.43231627150169,43.572120309166365,494.9955634193319
20220106,201,38,519,14,617,14.428352450744793,68.98815949196279,533.5834880572925
20240501,1,88,682,8,466,41.83887772666999,48.57504995322831,375.5860723201017
20201207,404,21,358,1,727,107.9963193932826,64.75003045147585,554.2536501552415
20210706,771,38,510,2,591,52.59376026949477,71.02539299949044,467.3808467310148
20240708,945,7,631,19,848,79.23651131321763,86.55000341332412,682.2134852734582
20190326,65,66,913,2,906,124.76501519807285,126.31380971509225,654.9211750868349
20200930,325,7,440,14,492,24.61740015967221,39.346017527570254,428.03658231275756
20150526,709,69,286,12,865,46.6733189881768,58.70767309294371,759.6190079188794
20160415,601,70,64,14,922,87.25261861122098,98.44487843738303,736.302502951396
20141010,322,6,74,8,132,5.98744402381359,14.507553237789537,111.50500273839687
20190507,864,32,304,8,841,97.09715837511587,89.29948179326236,654.6033598316218
20220320,410,6,172,1,116,4.148578070958838,7.3183017341099905,104.53312019493117
20230709,910,90,623,4,560,49.97265512269147,61.70764318746157,448.31970168984697
20191005,244,4,792,7,774,87.32915342731677,82.05238788768804,604.6184586849952
20150204,559,24,428,17,351,39.722334379164664,52.23501758140228,259.04264803943306
20231121,801,36,183,5,455,39.04590580699474,24.761654389765447,391.19243980323984
20231111,637,88,283,16,272,38.1575266517143,32.52100610649722,201.32146724178847
20220725,972,76,812,8,868,38.27967387065946,97.51162287152584,732.2087032578147
20220119,73,49,700,4,223,24.39766135677288,29.38769288405572,169.2146457591714
20180629,732,63,199,6,824,107.01041649735377,115.89851352387623,601.0910699787701
20221109,484,37,499,12,714,70.16025703157506,41.93821712768243,601.9015258407426
20151218,279,59,563,6,765,94.98688362371495,92.68415519620632,577.3289611800787
20200615,157,97,679,3,580,26.45878632894553,67.11821899231713,486.4229946787374
20150828,681,35,928,3,526,38.52739585507696,43.23765102737035,444.23495311755266
20230403,140,4,15,9,217,11.221902517658148,20.451977268145736,185.32612021419612
20180511,177,4,869,2,436,61.41296273191362,36.25138578438153,338.33565148370485
20231122,76,78,75,13,884,54.40783360891652,48.264661956918026,781.3275044341655
20190602,834,67,744,8,972,137.11091373961204,50.375869952273916,784.513216308114
20221202,55,2,476,18,965,66.7422769358394,126.89407111549568,771.3636519486649
20161209,857,63,341,12,742,20.955956765678014,44.28823858107598,676.7558046532461
20180730,632,6,540,13,338,24.59698440690214,22.28172190538692,291.12129368771093
20160621,155,38,739,8,321,42.77222310953907,35.54359740476308,242.68417948569785
20230824,960,44,801,2,762,98.0482824697442,61.75026756193255,602.2014499683232
20210716,788,26,66,11,414,41.83243373282678,31.68164469501557,340.4859215721576
20190302,174,22,163,15,310,33.218259182789055,24.722702107011802,252.05903871019916
20190717,702,84,322,17,397,36.63463524443272,56.38605221031227,303.97931254525497
20200718,763,59,792,14,564,77.72932006779946,39.685870177182714,446.58480975501783
20140708,207,85,192,8,283,20.020067324023913,26.911878111701732,236.06805456427435
20170426,479,23,497,8,534,62.39233058267663,41.800944779173385,429.80672463815
20170722,126,14,573,16,742,53.434103449420945,50.63143101218653,637.9344655383925
20190430,208,80,717,20,373,16.78208016049398,51.444679602479944,304.7732402370261
20190218,10,91,908,10,473,62.69692102642141,55.61383031121786,354.68924866236074
20140731,120,96,560,5,836,82.93942134366577,119.99317730753418,633.0674013488001
20140417,406,77,58,7,812,86.95111962457133,121.76836869677788,603.2805116786508
20170412,520,85,906,1,777,23.855849816309973,56.058739512715604,697.0854106709744
20141104,786,74,111,15,780,32.724916173320835,98.24498204171029,649.0301017849689
20141214,211,27,406,12,510,45.18562307482799,57.89095789784834,406.9234190273237
20151124,985,80,329,15,113,16.03043701715275,8.438865786265737,88.53069719658151
20180715,615,59,727,14,853,53.74675967443603,65.0267965830941,734.2264437424699
20181105,289,20,295,17,139,13.504307465592957,17.010460008447353,108.48523252595969
20140824,898,11,667,17,848,41.76844700336999,66.64735130322228,739.5842016934077
20170722,86,47,968,13,835,52.85416689706575,80.85342682871897,701.2924062742153
20220808,802,47,782,12,233,27.789708520883853,30.085718016111905,175.12457346300425
20170422,32,89,515,15,509,20.26705632245678,68.20849914027849,420.52444453726474
20171120,848,76,158,18,675,25.885474888803397,41.778100911743536,607.3364241994531
20191117,548,40,369,18,500,61.81322825661707,69.93896246690426,368.2478092764787
20170224,92,32,747,7,953,105.8626594054602,81.8922410699196,765.2450995246202
20200320,711,98,490,2,130,8.093599323157797,10.407001667476338,111.49939900936587
20240601,27,1,437,13,895,109.0146046249727,49.790653853811584,736.1947415212157
20220921,189,62,307,7,251,8.46032753905429,19.460269609928453,223.07940285101725
20230320,592,17,69,11,540,18.07048565713892,32.87726774122299,489.0522466016381
20150126,834,53,776,18,832,105.0621369383657,63.91546440071643,663.0223986609178
20170402,770,41,347,4,382,47.27090071080583,19.21249013418633,315.5166091550078
20170107,231,28,309,16,328,37.14755893733465,17.633180042013066,273.2192610206523
20170813,221,66,893,19,140,5.768924071304802,8.272827797808116,125.95824813088709
20160618,70,64,145,18,599,13.535948809231403,41.22206165729805,544.2419895334706
20170824,113,39,965,8,576,53.113863040286,63.957611476669236,458.9285254830448
20240726,14,79,15,4,172,24.095759939479695,17.58607632256569,130.31816373795462
20221119,558,64,844,9,416,40.514881582698465,23.719484124805742,351.7656342924958
20140709,648,35,973,10,198,27.279889975331372,11.175727777207337,159.5443822474613
20141227,308,16,214,15,918,82.39905153657902,122.06519905249306,713.5357494109279
20181214,998,1,394,11,984,89.98469725799052,83.2320792222351,810.7832235197743
20240318,336,58,474,6,192,22.68431877481618,28.18182078046638,141.13386044471744
20200503,383,49,263,15,754,31.056930675422034,64.36090813524063,658.5821611893373
20161120,482,58,17,17,519,29.69222008742989,44.92050514939954,444.3872747631706
20200811,691,36,440,18,959,120.80945091573297,98.37261957806882,739.8179295061982
20221220,431,58,102,7,598,70.93928950231233,54.186371777194246,472.8743387204934
20150329,92,95,805,3,509,52.65247166712965,40.06288969813823,416.2846386347321
20161217,643,91,544,11,423,15.542208597921157,22.412672771560022,385.0451186305188
20181123,421,40,81,4,889,67.45195475648038,75.36011079753222,746.1879344459874
20170206,340,96,136,8,622,79.52507295198251,36.11037111614788,506.36455593186963
20161025,419,30,497,15,299,44.68566928371421,24.58503142213486,229.72929929415093
20240106,207,35,182,2,1000,105.81126681302169,62.07827303173094,832.1104601552474
20210811,641,8,48,8,188,19.327204374007007,19.15693017265722,149.51586545333578
20231119,447,27,580,8,149,7.750355459646323,11.044118202269413,130.20552633808427
20220619,401,68,106,3,550,17.13105888663151,70.29863608207984,462.5703050312886
20230529,994,50,575,17,795,72.8323125095641,73.09332355972148,649.0743639307144
20161121,931,50,208,8,171,12.896093698088993,13.833706787277421,144.2701995146336
20220801,193,81,401,12,835,73.1964698154698,45.65907048451494,716.1444597000152
20180310,757,49,415,4,525,26.83704512584754,30.4368123961561,467.72614247799635
20171023,306,8,976,15,202,13.116268703331464,27.83725690605821,161.04647439061034
20191221,581,76,891,5,864,47.19282368799674,110.52881478592926,706.278361526074
20171016,453,59,419,3,899,62.011914368229306,131.99164932747965,704.996436304291
20221221,688,72,596,9,879,124.82905379410926,65.3450472637197,688.8258989421711
20170124,526,3,226,2,976,116.55320659911595,68.00793798106245,791.4388554198216
20181030,278,33,685,2,913,123.16499763256918,130.2419475840255,659.5930547834053
20200602,54,71,28,9,139,19.681076231435018,20.04083695883884,99.27808680972615
20180531,516,73,799,12,592,57.14006034692469,51.666834396939194,483.1931052561361
20180617,811,11,686,1,749,52.6902401614107,70.41029289131622,625.8994669472731
20180110,661,50,689,15,569,19.40562359487085,58.92847893407347,490.6658974710557
20180130,703,48,772,15,347,31.32528984336559,24.324373949935108,291.3503362066993
20180207,396,73,947,8,679,39.926629086171765,89.47087296706398,549.6024979467643
20150822,424,56,989,14,760,29.761717104015073,112.92829023957762,617.3099926564073
20150215,886,34,100,8,429,11.89895322114317,32.51409747966525,384.5869492991916
20220517,344,49,654,15,351,32.09512944900338,48.26194003853101,270.6429305124656
20211010,851,81,391,16,595,56.47181713559623,38.37028705261174,500.15789581179206
20240301,588,46,802,16,385,38.23289739116251,52.68410056547886,294.08300204335865
20180322,503,53,261,13,836,80.8427980413025,99.0999230522497,656.0572789064478
20190808,795,42,158,16,699,94.25444723527403,54.051312744845255,550.6942400198807
20190413,784,26,78,9,170,21.87761259800758,23.631802528969533,124.49058487302288
20210603,416,84,881,17,122,14.821802835276564,6.3426677498257735,100.83552941489766
20220613,68,3,541,8,757,29.659820896903444,59.59736824871864,667.7428108543779
20150926,73,85,629,20,731,43.01263556605026,77.54878282084654,610.4385816131032
20150509,472,10,14,13,602,30.305737202155093,79.71565172651229,491.9786110713326
20210505,176,13,615,6,724,71.34430926911867,67.25892757059431,585.396763160287
20220223,937,89,979,18,399,11.665598934259785,40.118091893474066,347.21630917226616
20180717,382,55,78,13,415,57.288466679290465,38.29031309384457,319.421220226865
20140719,774,5,715,2,627,47.517696984570605,92.33955491154109,487.1427481038883
20150324,26,75,210,1,473,30.819523951388994,63.91206602749608,378.26841002111496
20220322,226,54,408,3,118,15.314645140499522,15.490204239265564,87.19515062023491
